stop_depart_parent_id,stop_arrivee_parent_id,stop_depart_name,stop_arrivee_name,lat_depart_parent,lon_depart_parent,lat_arrivee_parent,lon_arrivee_parent,geometry,troncon_unique_id
S5356,S5870,Distillerie,Olympe,43.675120895,3.86733635,43.67674098,3.855067645,"LINESTRING (3.86733635 43.675120895, 3.855067645 43.67674098)",TU000569
S5870,S5952,Olympe,Dévézou,43.67674098,3.855067645,43.67399852,3.85798586,"LINESTRING (3.855067645 43.67674098, 3.85798586 43.67399852)",TU000570
S5952,S5363,Dévézou,Picadous,43.67399852,3.85798586,43.66962815,3.86190683,"LINESTRING (3.85798586 43.67399852, 3.86190683 43.66962815)",TU000571
S5363,S5360,Picadous,La Grand Font,43.66962815,3.86190683,43.66885951,3.860629235,"LINESTRING (3.86190683 43.66962815, 3.860629235 43.66885951)",TU000572
S5360,S5354,La Grand Font,Chemin Neuf,43.66885951,3.860629235,43.66721153,3.85859134,"LINESTRING (3.860629235 43.66885951, 3.85859134 43.66721153)",TU000573
S5354,S5358,Chemin Neuf,Font du Noyer,43.66721153,3.85859134,43.66592631,3.85247646,"LINESTRING (3.85859134 43.66721153, 3.85247646 43.66592631)",TU000574
S5358,S5365,Font du Noyer,Quatre Chemins,43.66592631,3.85247646,43.66505361,3.846087955,"LINESTRING (3.85247646 43.66592631, 3.846087955 43.66505361)",TU000575
S5365,S5359,Quatre Chemins,Fontaine des Chênes,43.66505361,3.846087955,43.66201615,3.84729548,"LINESTRING (3.846087955 43.66505361, 3.84729548 43.66201615)",TU000576
S5359,S5361,Fontaine des Chênes,La Lironde,43.66201615,3.84729548,43.660069515,3.84892802,"LINESTRING (3.84729548 43.66201615, 3.84892802 43.660069515)",TU000577
S5361,S5353,La Lironde,Chemin du Cambas,43.660069515,3.84892802,43.658690835,3.850445505,"LINESTRING (3.84892802 43.660069515, 3.850445505 43.658690835)",TU000578
S5353,S5362,Chemin du Cambas,Mas de Gué,43.658690835,3.850445505,43.65737859,3.851710835,"LINESTRING (3.850445505 43.658690835, 3.851710835 43.65737859)",TU000579
S5362,S5351,Mas de Gué,Aqueduc,43.65737859,3.851710835,43.654214135,3.856201835,"LINESTRING (3.851710835 43.65737859, 3.856201835 43.654214135)",TU000580
S5351,S5364,Aqueduc,Picheyrou,43.654214135,3.856201835,43.65311966,3.860196635,"LINESTRING (3.856201835 43.654214135, 3.860196635 43.65311966)",TU000581
S5364,S5366,Picheyrou,Rapatel,43.65311966,3.860196635,43.651550195,3.86439525,"LINESTRING (3.860196635 43.65311966, 3.86439525 43.651550195)",TU000582
S5366,S5673,Rapatel,Vincent Auriol,43.651550195,3.86439525,43.64776173,3.8640215,"LINESTRING (3.86439525 43.651550195, 3.8640215 43.64776173)",TU000583
S5611,S5943,Plan des 4 Seigneurs,Pic Saint-Loup,43.640827535,3.8578509,43.63915038,3.85340573,"LINESTRING (3.8578509 43.640827535, 3.85340573 43.63915038)",TU000584
S5943,S5571,Pic Saint-Loup,Occitanie,43.63915038,3.85340573,43.6346144,3.84841683166667,"LINESTRING (3.85340573 43.63915038, 3.84841683166667 43.6346144)",TU000585
S5356,S5363,Distillerie,Picadous,43.675120895,3.86733635,43.66962815,3.86190683,"LINESTRING (3.86733635 43.675120895, 3.86190683 43.66962815)",TU000586
S5374,S5943,Ambroise Paré,Pic Saint-Loup,43.63804826,3.84768255,43.63915038,3.85340573,"LINESTRING (3.84768255 43.63804826, 3.85340573 43.63915038)",TU000587
S5919,S5366,Vincent Auriol,Rapatel,43.64837411,3.86458262,43.651550195,3.86439525,"LINESTRING (3.86458262 43.64837411, 3.86439525 43.651550195)",TU000588
S5363,S5870,Picadous,Olympe,43.66962815,3.86190683,43.67674098,3.855067645,"LINESTRING (3.86190683 43.66962815, 3.855067645 43.67674098)",TU000589
S5870,S5967,Olympe,Dévézou,43.67674098,3.855067645,43.67402582,3.85796181,"LINESTRING (3.855067645 43.67674098, 3.85796181 43.67402582)",TU000590
S5967,S5356,Dévézou,Distillerie,43.67402582,3.85796181,43.675120895,3.86733635,"LINESTRING (3.85796181 43.67402582, 3.86733635 43.675120895)",TU000591
S5605,S5844,Place de France,Gare Montpellier Sud de France,43.603759528,3.915564274,43.59603179,3.92172579,"LINESTRING (3.915564274 43.603759528, 3.92172579 43.59603179)",TU000592
S5711,S5708,Mandarine,Frayssinet,43.694252755,3.862497125,43.69680567,3.862838015,"LINESTRING (3.862497125 43.694252755, 3.862838015 43.69680567)",TU000593
S5708,S5710,Frayssinet,Mairie,43.69680567,3.862838015,43.69727398,3.86437463,"LINESTRING (3.862838015 43.69680567, 3.86437463 43.69727398)",TU000594
S5710,S5707,Mairie,Ducque,43.69727398,3.86437463,43.697099585,3.869084705,"LINESTRING (3.86437463 43.69727398, 3.869084705 43.697099585)",TU000595
S5707,S5706,Ducque,Coste Rousse,43.697099585,3.869084705,43.694704655,3.870922295,"LINESTRING (3.869084705 43.697099585, 3.870922295 43.694704655)",TU000596
S5706,S5878,Coste Rousse,Gaspard Monge,43.694704655,3.870922295,43.69382819,3.872503255,"LINESTRING (3.870922295 43.694704655, 3.872503255 43.69382819)",TU000597
S5878,S5879,Gaspard Monge,Les Baronnes,43.69382819,3.872503255,43.691040365,3.87129455,"LINESTRING (3.872503255 43.69382819, 3.87129455 43.691040365)",TU000598
S5879,S5881,Les Baronnes,Olympe de Gouges,43.691040365,3.87129455,43.68959207,3.869768875,"LINESTRING (3.87129455 43.691040365, 3.869768875 43.68959207)",TU000599
S5881,S5877,Olympe de Gouges,Cigale,43.68959207,3.869768875,43.688137715,3.867716575,"LINESTRING (3.869768875 43.68959207, 3.867716575 43.688137715)",TU000600
S5877,S5880,Cigale,Nouau,43.688137715,3.867716575,43.686592285,3.865426565,"LINESTRING (3.867716575 43.688137715, 3.865426565 43.686592285)",TU000601
S5880,S5714,Nouau,Pont Vert,43.686592285,3.865426565,43.686394115,3.86386029,"LINESTRING (3.865426565 43.686592285, 3.86386029 43.686394115)",TU000602
S5714,S5713,Pont Vert,Pendances,43.686394115,3.86386029,43.68441524,3.863615305,"LINESTRING (3.86386029 43.686394115, 3.863615305 43.68441524)",TU000603
S5713,S5352,Pendances,Baillarguet,43.68441524,3.863615305,43.67752903,3.86710367,"LINESTRING (3.863615305 43.68441524, 3.86710367 43.67752903)",TU000604
S5352,S5356,Baillarguet,Distillerie,43.67752903,3.86710367,43.675120895,3.86733635,"LINESTRING (3.86710367 43.67752903, 3.86733635 43.675120895)",TU000605
S5363,S5916,Picadous,Roularel,43.66962815,3.86190683,43.662264495,3.862923615,"LINESTRING (3.86190683 43.66962815, 3.862923615 43.662264495)",TU000606
S5916,S5909,Roularel,Baumes,43.662264495,3.862923615,43.657431065,3.863654935,"LINESTRING (3.862923615 43.662264495, 3.863654935 43.657431065)",TU000607
S5909,S5910,Baumes,Moulin Boudet,43.657431065,3.863654935,43.65458441,3.864705515,"LINESTRING (3.863654935 43.657431065, 3.864705515 43.65458441)",TU000608
S5910,S5869,Moulin Boudet,Mende Agropolis,43.65458441,3.864705515,43.651857935,3.86583969,"LINESTRING (3.864705515 43.65458441, 3.86583969 43.651857935)",TU000609
S5869,S5673,Mende Agropolis,Vincent Auriol,43.651857935,3.86583969,43.64776173,3.8640215,"LINESTRING (3.86583969 43.651857935, 3.8640215 43.64776173)",TU000610
S5919,S5869,Vincent Auriol,Mende Agropolis,43.64837411,3.86458262,43.651857935,3.86583969,"LINESTRING (3.86458262 43.64837411, 3.86583969 43.651857935)",TU000611
S5808,S5907,Pèlerine,Mas Crespy,43.526440955,3.855013025,43.529937455,3.849262085,"LINESTRING (3.855013025 43.526440955, 3.849262085 43.529937455)",TU000612
S5907,S5893,Mas Crespy,Figuière,43.529937455,3.849262085,43.53477861,3.855951,"LINESTRING (3.849262085 43.529937455, 3.855951 43.53477861)",TU000613
S5798,S5894,Avenue de la Gare,Gare Villeneuve-lès-Maguelone,43.53697439,3.857374685,43.543940625,3.8503554,"LINESTRING (3.857374685 43.53697439, 3.8503554 43.543940625)",TU000614
S5811,S5907,Stade,Mas Crespy,43.53323033,3.85546508,43.529937455,3.849262085,"LINESTRING (3.85546508 43.53323033, 3.849262085 43.529937455)",TU000615
S5905,S5385,St Jean de Védas Centre - Ortet,Avenue de Toulouse,43.57566707,3.830070865,43.591585885,3.8579067,"LINESTRING (3.830070865 43.57566707, 3.8579067 43.591585885)",TU000616
S5385,S5391,Avenue de Toulouse,Berthelot,43.591585885,3.8579067,43.60124442,3.86942068,"LINESTRING (3.8579067 43.591585885, 3.86942068 43.60124442)",TU000617
S5391,S5629,Berthelot,Rondelet,43.60124442,3.86942068,43.6033504316667,3.875474865,"LINESTRING (3.86942068 43.60124442, 3.875474865 43.6033504316667)",TU000618
S5391,S5905,Berthelot,St Jean de Védas Centre - Ortet,43.60124442,3.86942068,43.57566707,3.830070865,"LINESTRING (3.86942068 43.60124442, 3.830070865 43.57566707)",TU000619
S5971,S5970,Port Marianne,Pablo Picasso,43.60149429,3.89939429,43.597811105,3.90356721,"LINESTRING (3.89939429 43.60149429, 3.90356721 43.597811105)",TU000620
S5970,S5326,Pablo Picasso,Boirargues,43.597811105,3.90356721,43.582516072,3.926062458,"LINESTRING (3.90356721 43.597811105, 3.926062458 43.582516072)",TU000621
S5326,S5685,Boirargues,EcoPôle,43.582516072,3.926062458,43.5781151725,3.9350316725,"LINESTRING (3.926062458 43.582516072, 3.9350316725 43.5781151725)",TU000622
S5685,S5687,EcoPôle,Parc Expo,43.5781151725,3.9350316725,43.57287936,3.94524544333333,"LINESTRING (3.9350316725 43.5781151725, 3.94524544333333 43.57287936)",TU000623
S5687,S5972,Parc Expo,Pérols Etang de l'Or,43.57287936,3.94524544333333,43.557858845,3.96370221,"LINESTRING (3.94524544333333 43.57287936, 3.96370221 43.557858845)",TU000624
S5685,S5331,EcoPôle,Cougourlude,43.5781151725,3.9350316725,43.5713968166667,3.91418072,"LINESTRING (3.9350316725 43.5781151725, 3.91418072 43.5713968166667)",TU000625
S5331,S5327,Cougourlude,Lattes Centre,43.5713968166667,3.91418072,43.5707753533333,3.90519991333333,"LINESTRING (3.91418072 43.5713968166667, 3.90519991333333 43.5707753533333)",TU000626
S5327,S5968,Lattes Centre,Cougourlude,43.5707753533333,3.90519991333333,43.57142435,3.9145524,"LINESTRING (3.90519991333333 43.5707753533333, 3.9145524 43.57142435)",TU000627
S5968,S5685,Cougourlude,EcoPôle,43.57142435,3.9145524,43.5781151725,3.9350316725,"LINESTRING (3.9145524 43.57142435, 3.9350316725 43.5781151725)",TU000628
